   1 & 0.10 & 0.10 &   100 &  190 &  142 & 117.80 \\ \hline
   2 & 0.10 & 0.10 &   200 &  143 &  102 & 60.73 \\ \hline
   3 & 0.10 & 0.10 &   500 &   79 &    0 & 13.07 \\ \hline
   4 & 0.10 & 0.10 &  1000 &  105 &    0 &  7.00 \\ \hline
   5 & 0.10 & 0.10 &  2000 &    0 &    0 &  0.00 \\ \hline
   6 & 0.10 & 0.25 &   100 &  169 &  106 & 90.47 \\ \hline
   7 & 0.10 & 0.25 &   200 &  106 &   38 & 47.87 \\ \hline
   8 & 0.10 & 0.25 &   500 &  105 &    0 & 31.13 \\ \hline
   9 & 0.10 & 0.25 &  1000 &   79 &    0 &  7.80 \\ \hline
  10 & 0.10 & 0.25 &  2000 &   38 &    0 &  2.53 \\ \hline
  11 & 0.10 & 0.50 &   100 &  229 &  107 & 114.20 \\ \hline
  12 & 0.10 & 0.50 &   200 &  152 &   79 & 61.00 \\ \hline
  13 & 0.10 & 0.50 &   500 &  105 &    0 & 21.80 \\ \hline
  14 & 0.10 & 0.50 &  1000 &    0 &    0 &  0.00 \\ \hline
  15 & 0.10 & 0.50 &  2000 &    0 &    0 &  0.00 \\ \hline
  16 & 0.10 & 0.75 &   100 &  242 &  105 & 105.20 \\ \hline
  17 & 0.10 & 0.75 &   200 &  152 &    0 & 46.53 \\ \hline
  18 & 0.10 & 0.75 &   500 &  106 &    0 & 30.80 \\ \hline
  19 & 0.10 & 0.75 &  1000 &   79 &    0 &  5.27 \\ \hline
  20 & 0.10 & 0.75 &  2000 &    0 &    0 &  0.00 \\ \hline
  21 & 0.10 & 0.90 &   100 &  176 &  105 & 96.13 \\ \hline
  22 & 0.10 & 0.90 &   200 &  170 &  105 & 84.93 \\ \hline
  23 & 0.10 & 0.90 &   500 &  107 &    0 & 27.73 \\ \hline
  24 & 0.10 & 0.90 &  1000 &  105 &    0 & 16.53 \\ \hline
  25 & 0.10 & 0.90 &  2000 &    0 &    0 &  0.00 \\ \hline
  26 & 0.25 & 0.10 &   100 &  291 &  106 & 143.87 \\ \hline
  27 & 0.25 & 0.10 &   200 &  242 &  143 & 129.40 \\ \hline
  28 & 0.25 & 0.10 &   500 &  145 &   99 & 64.80 \\ \hline
  29 & 0.25 & 0.10 &  1000 &  105 &    0 & 21.60 \\ \hline
  30 & 0.25 & 0.10 &  2000 &    0 &    0 &  0.00 \\ \hline
  31 & 0.25 & 0.25 &   100 &  296 &  180 & 178.73 \\ \hline
